---------------------------------------------------------------------------
 
Filename:                 data_trace_20230107_001921.txt
Date / Time:              2023-01-07 00:19:21.421334
 
Number of traced signals: 4
Number of traced samples: 40
 
---------------------------------------------------------------------------
 
 
0, 0.509155750275, -7.0, 0.0, 0.0, 
1, 0.846132278442, -395.0, -198.0, 199.0, 
2, 1.21985030174, -394.0, -199.0, 202.0, 
3, 1.58590817451, -389.0, -190.0, 200.0, 
4, 1.93881845474, -398.0, -195.0, 196.0, 
5, 2.33978915215, -392.0, -197.0, 193.0, 
6, 2.67976260185, -413.0, -212.0, 199.0, 
7, 3.05851364136, -396.0, -199.0, 193.0, 
8, 3.38522934914, -367.0, -199.0, 199.0, 
9, 3.73615694046, -398.0, -190.0, 180.0, 
10, 4.12491297722, -446.0, -207.0, 189.0, 
11, 4.49706077576, -428.0, -208.0, 202.0, 
12, 4.86697673798, -388.0, -192.0, 197.0, 
13, 5.61982893944, -396.0, -183.0, 197.0, 
14, 5.96716713905, -399.0, -197.0, 183.0, 
15, 6.29862451553, -408.0, -199.0, 188.0, 
16, 6.59414839745, -435.0, -192.0, 206.0, 
17, 6.89927482605, -358.0, -199.0, 218.0, 
18, 7.24021363258, -411.0, -190.0, 158.0, 
19, 7.54695653915, -387.0, -225.0, 194.0, 
20, 8.00430393219, -390.0, -182.0, 268.0, 
21, 8.46048164368, -263.0, -203.0, 216.0, 
22, 8.796002388, -386.0, -182.0, 186.0, 
23, 9.19934487343, -233.0, -217.0, 198.0, 
24, 9.56895542145, -389.0, -193.0, 198.0, 
25, 9.89004921913, -399.0, -184.0, 202.0, 
26, 10.2136497498, -405.0, -181.0, 193.0, 
27, 10.553293705, -272.0, -199.0, 200.0, 
28, 10.9493255615, -489.0, -198.0, 198.0, 
29, 11.2731993198, -460.0, -197.0, 194.0, 
30, 11.6449391842, -167.0, -222.0, 194.0, 
31, 11.9631564617, -404.0, -157.0, 199.0, 
32, 12.2682664394, -541.0, -242.0, 197.0, 
33, 12.6840794086, -381.0, -195.0, 196.0, 
34, 13.0538277626, -497.0, -201.0, 201.0, 
35, 13.4349558353, -391.0, -199.0, 199.0, 
36, 13.8163442612, -396.0, -197.0, 198.0, 
37, 14.1712462902, -431.0, -197.0, 196.0, 
38, 14.5252332687, -350.0, -197.0, 197.0, 
39, 14.8900973797, -388.0, -199.0, 200.0, 
