---------------------------------------------------------------------------
 
Filename:                 data_trace_20230107_001438.txt
Date / Time:              2023-01-07 00:14:38.985774
 
Number of traced signals: 4
Number of traced samples: 20
 
---------------------------------------------------------------------------
 
 
0, 19.2746901512, -9.0, 0.0, 0.0, 
1, 18.9458506107, -396.0, -201.0, 197.0, 
2, 18.5629081726, -396.0, -201.0, 196.0, 
3, 18.1860890388, -396.0, -199.0, 196.0, 
4, 17.7872509956, -470.0, -197.0, 200.0, 
5, 17.443962574, -469.0, -197.0, 199.0, 
6, 17.0617845058, -482.0, -199.0, 196.0, 
7, 16.6606075764, -391.0, -194.0, 199.0, 
8, 16.2487325668, -393.0, -202.0, 190.0, 
9, 15.8887717724, -534.0, -199.0, 228.0, 
10, 15.4882965088, -377.0, -200.0, 252.0, 
11, 15.0477647781, -410.0, -181.0, 200.0, 
12, 14.5467536449, -382.0, -199.0, 218.0, 
13, 14.1228687763, -376.0, -199.0, 188.0, 
14, 13.8308084011, -394.0, -197.0, 198.0, 
15, 13.4714903831, -394.0, -182.0, 199.0, 
16, 13.1230740547, -289.0, -150.0, 203.0, 
17, 12.7869935036, -419.0, -179.0, 196.0, 
18, 12.4071967602, -406.0, -212.0, 160.0, 
19, 12.0855994225, -394.0, -244.0, 192.0, 
