---------------------------------------------------------------------------
 
Filename:                 data_trace_20230106_234625.txt
Date / Time:              2023-01-06 23:46:25.879587
 
Number of traced signals: 3
Number of traced samples: 20
 
---------------------------------------------------------------------------
 
 
0, -439.048118874, -219.524059437, 219.524059437, 
1, -439.048118874, -219.524059437, 219.524059437, 
2, -439.048118874, -219.524059437, 219.524059437, 
3, -439.048118874, -219.524059437, 219.524059437, 
4, -439.048118874, -219.524059437, 219.524059437, 
5, -439.048118874, -219.524059437, 219.524059437, 
6, -439.048118874, -219.524059437, 219.524059437, 
7, -439.048118874, -219.524059437, 219.524059437, 
8, -439.048118874, -219.524059437, 219.524059437, 
9, -439.048118874, -219.524059437, 219.524059437, 
10, -439.048118874, -219.524059437, 219.524059437, 
11, -439.048118874, -219.524059437, 219.524059437, 
12, -439.048118874, -219.524059437, 219.524059437, 
13, -439.048118874, -219.524059437, 219.524059437, 
14, -439.048118874, -219.524059437, 219.524059437, 
15, -439.048118874, -219.524059437, 219.524059437, 
16, -439.048118874, -219.524059437, 219.524059437, 
17, -439.048118874, -219.524059437, 219.524059437, 
18, -439.048118874, -219.524059437, 219.524059437, 
19, -439.048118874, -219.524059437, 219.524059437, 
